Feature,49683,49684
电芯品牌,松下,松下
电磁感应悬架,-,-
电池预加热,●,●
电池能量(kWh),100,100
电池组质保,八年或24万公里,八年或24万公里
电池类型,三元锂电池,三元锂电池
电机类型,前永磁/同步 后交流/异步,前永磁/同步 后交流/异步
电机布局,前置+后置,前置+后置
电动机总扭矩(N·m),-,-
电动机总功率(kW),493,750
电动机总功率(Ps),670,1020
电动机(Ps),670,1020
电动扰流板,-,-
电动座椅记忆功能,,
电动吸合车门,,
电动后备厢位置记忆,●,●
电动后备厢,●,●
牵引力控制(ASR/TCS/TRC等),●,●
热泵空调,●,●
灯光特色功能,-,-
温度分区控制,●,●
液晶仪表尺寸,-,-
油箱容积(L),-,-
毫米波雷达数量,,
最高车速(km/h),250,262
最大扭矩(N·m),-,-
最大功率(kW),493,750
无钥匙进入功能,,
无钥匙启动系统,●,●
无框设计车门,●,●
方向盘记忆,●,●
方向盘材质,,
方向盘换挡,-,-
方向盘加热,●,●
方向盘位置调节,,
整车质保,四年或8万公里,四年或8万公里
整备质量(kg),2373,2468
整体主动转向系统,-,-
摄像头数量,,
换挡形式,,
挡位个数,1,1
扬声器数量,,
扬声器品牌名称,-,-
手机无线充电功能,,
手机互联/映射,-,-
手机APP远程控制,,
手势控制,-,-
慢充时间(小时)_y,10,10
慢充时间(小时)_x,10,10
感应雨刷功能,,
感应后备厢,-,-
快充电量百分比,-,-
快充电量(%),-,-
快充时间(小时)_y,1,1
快充时间(小时)_x,1,1
快充功能,支持,支持
快充功率(kW),250,250
座椅材质,,
座椅布局,,
座位数(个),5,5
并线辅助,●,●
巡航系统,,
导航路况信息显示,●,●
宽度(mm),2070,2070
官方0-100km/h加速(s),3.9,2.6
安全带未系提醒,,
天窗类型,-,-
大灯高度可调,●,●
大灯清洗装置,-,-
大灯延时关闭,●,●
多层隔音玻璃,-,-
多媒体/充电接口,,
多功能方向盘,●,●
外后视镜功能,,
备胎规格,无,无
四驱形式,电动四驱,电动四驱
哨兵模式/千里眼,●,●
后风挡遮阳帘,-,-
后雨刷,-,-
后轮距(mm),1699,1699
后轮胎规格,275/45 R20,275/45 R20
后排独立空调,●,●
后排液晶屏幕,,
后排杯架,●,●
后排控制多媒体,●,●
后排座椅电动放倒,-,-
后排座椅放倒形式,,
后排小桌板,-,-
后排侧隐私玻璃,●,●
后排侧窗遮阳帘,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●
后备厢容积(L),2577,2577
后制动器类型,通风盘式,通风盘式
可变转向比,●,●
可变悬架功能,,
可加热喷水嘴,●,●
变速箱类型,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),93.999万,99.999万
厂商,特斯拉（进口）,特斯拉（进口）
卫星导航系统,●,●
助力类型,电动助力,电动助力
加热/制冷杯架,-,-
副驾驶位后排可调节按钮,-,-
副座椅调节方式,,
前轮距(mm),1661,1661
前轮胎规格,255/45 R20,255/45 R20
前方碰撞预警,●,●
前排座椅功能,,
前悬架类型,双叉臂式独立悬架,双叉臂式独立悬架
前大灯雨雾模式,-,-
前制动器类型,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●
制动能量回收系统,●,●
制动力分配(EBD/CBC等),●,●
内置行车记录仪,●,●
内后视镜功能,,
全液晶仪表盘,●,●
倒车车侧预警系统,-,-
低速行车警告,●,●
主座椅调节方式,,
主动降噪,●,●
主动闭合式进气格栅,-,-
主动刹车/主动安全系统,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,
中控屏幕尺寸,,
上市时间,2021.01,2021.01
上坡辅助,●,●
USB/Type-C接口数量,,
OTA升级,●,●
LED日间行车灯,●,●
ISOFIX儿童座椅接口,●,●
HUD抬头数字显示,-,-
CLTC纯电续航里程(km)_y,700,664
CLTC纯电续航里程(km)_x,700,664
ABS防抱死,●,●
4G/5G网络,,
220V/230V电源,-,-
