,30264,30265,30380,30381,30382,30383,30384,30385,30386,30388,30389,30390,35147,35148
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动驻车,-,-,-,-,-,-,-,-,-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-,-,-,-,-,-,-,-,-
可变悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-
空气悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电磁感应悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-
可变转向比,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前桥限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中央差速器锁止功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后桥限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-,-,-,-,-
整体主动转向系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动天窗,●,●,-,-,●,●,●,●,●,-,●,●,●,●
全景天窗,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多天窗,-,-,-,-,-,-,-,-,-,-,-,-,-,-
运动外观套件,-,-,-,-,-,-,-,-,-,-,-,-,-,-
铝合金轮圈,●,●,-,-,●,●,●,●,●,●,●,●,●,●
电动吸合门,-,-,-,-,-,-,-,-,-,-,-,-,-,-
侧滑门,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车顶行李架,-,-,-,-,-,-,-,-,-,-,-,-,-,-
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●,●,●
遥控钥匙,●,●,●,●,●,●,●,●,●,●,●,●,●,●
无钥匙启动系统,●,-,-,-,-,-,●,●,●,●,●,●,●,-
无钥匙进入系统,●,-,-,-,-,-,●,●,●,-,-,●,-,-
远程启动,-,-,-,-,-,-,-,-,-,-,-,-,-,-
皮质方向盘,●,-,-,-,-,-,-,-,●,-,-,●,-,-
方向盘调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节
方向盘电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多功能方向盘,●,●,-,-,●,●,●,●,●,●,●,●,●,●
方向盘换挡,●,-,-,-,-,-,●,●,●,●,●,●,●,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-
行车电脑显示屏,●,●,●,●,●,●,●,●,●,●,●,●,●,●
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HUD抬头数字显示,-,-,-,-,-,-,-,-,-,-,-,-,-,-
内置行车记录仪,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主动降噪,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电,-,-,-,-,-,-,-,-,-,-,-,-,-,-
座椅材质,仿皮+真皮,仿皮+真皮,织物,织物,织物,织物,织物,仿皮+真皮,仿皮+真皮,织物,织物,仿皮+真皮,仿皮,仿皮
运动风格座椅,●,●,●,●,●,●,●,●,●,-,-,●,-,●
座椅高低调节,●,●,●,●,●,●,●,●,●,●,●,●,●,●
腰部支撑调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-
肩部支撑调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副-,-,-,-,-,-,-,-,-,-,-,主●&nbsp;/&nbsp;副-,-,-
第二排靠背角度调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅移动,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后排座椅加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后排座椅通风,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后排座椅按摩,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排独立座椅,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第三排座椅,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒方式,-,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,-,-,-,-,比例放倒
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●
后排杯架,●,●,●,●,●,●,●,●,●,-,-,●,-,●
可加热/制冷杯架,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GPS导航系统,●,●,-,-,●,●,●,●,●,-,-,●,-,●
定位互动服务,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中控台彩色大屏,●,●,-,-,●,●,●,●,●,-,-,●,-,●
中控台彩色大屏尺寸,8英寸,8英寸,-,-,8英寸,8英寸,8英寸,8英寸,8英寸,-,-,8英寸,-,8英寸
中控液晶屏分屏显示,-,-,-,-,-,-,-,-,-,-,-,-,-,-
蓝牙/车载电话,●,●,-,-,●,●,●,●,●,-,-,●,-,●
手机互联/映射,●,●,-,-,●,●,●,●,●,-,-,●,-,●
车联网,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车载电视,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排液晶屏,-,-,-,-,-,-,-,-,-,-,-,-,-,-
220V/230V电源,-,-,-,-,-,-,-,-,-,-,-,-,-,-
外接音源接口,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX
CD/DVD,-,-,单碟CD,单碟CD,-,-,-,-,-,单碟CD,单碟CD,-,单碟CD,-
扬声器品牌,-,-,-,-,-,-,-,-,-,-,-,-,-,-
扬声器数量,6-7喇叭,4-5喇叭,4-5喇叭,4-5喇叭,4-5喇叭,4-5喇叭,4-5喇叭,4-5喇叭,6-7喇叭,4-5喇叭,4-5喇叭,4-5喇叭,4-5喇叭,4-5喇叭
近光灯,LED,LED,卤素,卤素,卤素,卤素,卤素,LED,LED,LED,LED,LED,LED,卤素
远光灯,LED,LED,卤素,卤素,卤素,卤素,卤素,LED,LED,LED,LED,LED,LED,卤素
LED日间行车灯,-,-,-,-,-,-,-,-,-,-,-,-,-,●
自适应远近光,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自动头灯,●,●,-,-,-,-,-,●,●,-,-,●,-,-
转向辅助灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-
转向头灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前雾灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车内氛围灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
车窗一键升降,主驾驶位,主驾驶位,-,-,-,-,-,主驾驶位,主驾驶位,-,-,主驾驶位,-,-
车窗防夹手功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-
防紫外线/隔热玻璃,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后视镜电动调节,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后视镜加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-
内/外后视镜自动防眩目,-,-,-,-,-,-,-,-,-,-,-,-,-,-
流媒体车内后视镜,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后视镜电动折叠,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后视镜记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排侧遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-,-,-,-,-,-
遮阳板化妆镜,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-,-
感应雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-,-
空调控制方式,自动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●,自动●,自动●,自动●,自动●,自动●,手动●
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后座出风口,-,-,-,-,-,-,-,-,-,-,-,-,-,-
温度分区控制,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车内空气调节/花粉过滤,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车载空气净化器,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车载冰箱,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车型名称,雷凌 2017款 改款双擎 1.8H V CVT豪华版,雷凌 2017款 改款 185T CVT领先版,雷凌 2017款 改款 185T 手动新锐版,雷凌 2017款 改款 185T CVT新锐版,雷凌 2017款 改款 185T 手动精英版,雷凌 2017款 改款 185T CVT精英版,雷凌 2017款 改款 1.8GS CVT精英版,雷凌 2017款 改款 1.8GS-L CVT领先版,雷凌 2017款 改款 1.8V CVT 豪华版,雷凌 2017款 改款双擎 1.8H GS CVT精英版,雷凌 2017款 改款双擎 1.8H GS CVT精英天窗版,雷凌 2017款 改款双擎 1.8H GS-L CVT领先版,雷凌 2018款 双擎 1.8H GS-V CVT尊贵版,雷凌 2018款 185T CVT尊贵版
厂商指导价(元),15.98万,13.78万,10.98万,11.98万,11.68万,12.68万,14.18万,15.28万,16.18万,13.98万,14.18万,15.48万,14.58万,12.88万
厂商,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田
级别,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车
能源类型,油电混合,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,油电混合,油电混合,油电混合,油电混合,汽油
上市时间,-,-,-,-,-,-,-,-,-,-,-,-,2018.07,2018.07
工信部纯电续驶里程(km),-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大功率(kW)_x,-,85,85,85,85,85,103,103,103,-,-,-,-,85
最大扭矩(N·m)_x,-,185,185,185,185,185,173,173,173,-,-,-,-,185
发动机,1.8L 99马力 L4,1.2T 116马力 L4,1.2T 116马力 L4,1.2T 116马力 L4,1.2T 116马力 L4,1.2T 116马力 L4,1.8L 140马力 L4,1.8L 140马力 L4,1.8L 140马力 L4,1.8L 99马力 L4,1.8L 99马力 L4,1.8L 99马力 L4,1.8L 99马力 L4,1.2T 116马力 L4
变速箱,E-CVT无级变速,CVT无级变速(模拟8挡),6挡手动,CVT无级变速(模拟8挡),6挡手动,CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,CVT无级变速(模拟8挡)
长*宽*高(mm),4630*1775*1485,4630*1775*1480,4630*1775*1480,4630*1775*1480,4630*1775*1480,4630*1775*1480,4630*1775*1480,4630*1775*1480,4630*1775*1480,4630*1775*1485,4630*1775*1485,4630*1775*1485,4630*1775*1485,4630*1775*1480
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车
最高车速(km/h),-,-,-,-,-,-,-,-,-,-,-,-,-,-
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-,-
实测0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-,-
实测100-0km/h制动(m),-,-,-,-,-,-,-,-,-,-,-,-,-,-
工信部综合油耗(L/100km),4.2,5.6,5.7,5.4,5.8,5.6,5.9,5.9,5.9,4.2,4.2,4.2,4.2,5.6
实测油耗(L/100km),-,-,-,-,-,-,-,-,-,-,-,-,-,-
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
长度(mm),4630,4630,4630,4630,4630,4630,4630,4630,4630,4630,4630,4630,4630,4630
宽度(mm),1775,1775,1775,1775,1775,1775,1775,1775,1775,1775,1775,1775,1775,1775
高度(mm),1485,1480,1480,1480,1480,1480,1480,1480,1480,1485,1485,1485,1485,1480
轴距(mm),2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700
前轮距(mm),1525,1525,1535,1535,1535,1535,1525,1525,1525,1535,1535,1525,1525,1525
后轮距(mm),1520,1520,1535,1535,1535,1535,1520,1520,1520,1535,1535,1520,1520,1520
最小离地间隙(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-
车身结构_y,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车
车门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4
座位数(个),5,5,5,5,5,5,5,5,5,5,5,5,5,5
油箱容积(L),45,53,53,53,53,53,53,53,53,45,45,45,45,53
行李厢容积(L),-,-,-,-,-,-,-,-,-,-,-,-,-,-
整备质量(kg),1410,1320,1280,1300,1295,1320,1310,1310,1310,1380,1390,1405,1390,1320
发动机型号,8ZR-FXE,-,-,-,-,-,-,-,-,8ZR-FXE,8ZR-FXE,8ZR-FXE,8ZR-FXE,-
排量(mL),1798,1197,1197,1197,1197,1197,1798,1798,1798,1798,1798,1798,1798,1197
进气形式,自然吸气,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,涡轮增压
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4
压缩比,13.1,-,-,-,-,-,-,-,-,13.1,13.1,13.1,13.1,-
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
缸径(mm),80.5,-,-,-,-,-,-,-,-,80.5,80.5,80.5,80.5,-
行程(mm),88.3,-,-,-,-,-,-,-,-,88.3,88.3,88.3,88.3,-
最大马力(Ps),99,116,116,116,116,116,140,140,140,99,99,99,99,116
最大功率(kW)_y,73,85,85,85,85,85,103,103,103,73,73,73,73,85
最大功率转速(rpm),5200,5200-5600,5200-5600,5200-5600,5200-5600,5200-5600,6400,6400,6400,5200,5200,5200,5200,5200-5600
最大扭矩(N·m)_y,142,185,185,185,185,185,173,173,173,142,142,142,142,185
最大扭矩转速(rpm),4000,1500-4000,1500-4000,1500-4000,1500-4000,1500-4000,4000,4000,4000,4000,4000,4000,4000,1500-4000
发动机特有技术,VVT-i,VVT-iW,VVT-iW,VVT-iW,VVT-iW,VVT-iW,双VVT-i,双VVT-i,双VVT-i,VVT-i,VVT-i,VVT-i,VVT-i,VVT-iW
燃料形式,油电混合,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,油电混合,油电混合,油电混合,油电混合,汽油
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
供油方式,多点电喷,直喷,直喷,直喷,直喷,直喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,直喷
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
环保标准,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V
电机类型,永磁 / 同步,-,-,-,-,-,-,-,-,永磁 / 同步,永磁 / 同步,永磁 / 同步,永磁 / 同步,-
电动机总功率(kW),53,-,-,-,-,-,-,-,-,53,53,53,53,-
电动机总扭矩(N·m),207,-,-,-,-,-,-,-,-,207,207,207,207,-
前电动机最大功率(kW),53,-,-,-,-,-,-,-,-,53,53,53,53,-
前电动机最大扭矩(N·m),207,-,-,-,-,-,-,-,-,207,207,207,207,-
后电动机最大功率(kW),-,-,-,-,-,-,-,-,-,-,-,-,-,-
后电动机最大扭矩(N·m),-,-,-,-,-,-,-,-,-,-,-,-,-,-
系统综合功率(kW),-,-,-,-,-,-,-,-,-,-,-,-,-,-
系统综合扭矩(N·m),-,-,-,-,-,-,-,-,-,-,-,-,-,-
电池类型,镍氢电池,-,-,-,-,-,-,-,-,镍氢电池,镍氢电池,镍氢电池,镍氢电池,-
工信部续航里程(km),-,-,-,-,-,-,-,-,-,-,-,-,-,-
电池容量(kWh),-,-,-,-,-,-,-,-,-,-,-,-,-,-
百公里耗电量(kWh/100km),-,-,-,-,-,-,-,-,-,-,-,-,-,-
电池组质保,不限年限/不限里程,-,-,-,-,-,-,-,-,不限年限/不限里程,不限年限/不限里程,不限年限/不限里程,不限年限/不限里程,-
快充电量(%),-,-,-,-,-,-,-,-,-,-,-,-,-,-
挡位个数,无级变速,8,6,8,6,8,8,8,8,无级变速,无级变速,无级变速,无级变速,8
变速箱类型,电子无级变速箱(E-CVT),无级变速箱(CVT),手动变速箱(MT),无级变速箱(CVT),手动变速箱(MT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),无级变速箱(CVT)
简称,E-CVT无级变速,CVT无级变速(模拟8挡),6挡手动,CVT无级变速(模拟8挡),6挡手动,CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,CVT无级变速(模拟8挡)
驱动方式,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
驻车制动类型,手刹,手刹,手刹,手刹,手刹,手刹,手刹,手刹,手刹,手刹,手刹,手刹,手刹,手刹
前轮胎规格,205/55 R16,205/55 R16,195/65 R15,195/65 R15,195/65 R15,195/65 R15,195/65 R15,205/55 R16,205/55 R16,195/65 R15,195/65 R15,205/55 R16,205/55 R16,205/55 R16
后轮胎规格,205/55 R16,205/55 R16,195/65 R15,195/65 R15,195/65 R15,195/65 R15,195/65 R15,205/55 R16,205/55 R16,195/65 R15,195/65 R15,205/55 R16,205/55 R16,205/55 R16
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
