Feature,46572,46808,47189,47190,47191,49155,49502,49503,49504
第二排座椅调节,,,,,,,,,
空调温度控制方式,,,,,,,,,
空气悬架,-,-,-,-,-,-,-,-,-
百公里耗电量(kWh/100km),-,16.2,16,17,17.5,17,17.2,17.5,17.5
疲劳驾驶提示,-,-,-,-,-,-,-,-,-
电磁感应悬架,-,-,-,-,-,-,-,-,-
电池预加热,●,●,●,●,●,●,●,●,●
电池能量(kWh),22.3,17.1,86.4,86.4,18.5,86.4,9.98,21.5,21.5
电池组质保,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）
电池类型,三元锂电池,三元锂电池,磷酸铁锂电池,磷酸铁锂电池,三元锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置+后置,后置,前置,前置+后置,前置+后置,前置+后置,前置,前置,前置
电动机总扭矩(N·m)_y,580,330,330,680,580,680,316,325,325
电动机总扭矩(N·m)_x,580,330,330,680,580,680,316,325,325
电动机总功率(kW)_y,290,180,180,380,290,380,145,160,160
电动机总功率(kW)_x,290,180,180,380,290,380,145,160,160
电动机(Ps),394,245,245,517,394,517,197,218,218
电动扰流板,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,,-,-,,-,-,-,-,
电动吸合车门,-,-,-,-,-,-,-,-,-
电动后备厢位置记忆,●,●,●,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●,●,●,●
电动可调踏板,-,-,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,-,-,国VI,-,国VI,国VI,国VI
环保标准_x,国VI,国VI,-,-,国VI,-,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,-,-,92号,-,92号,92号,92号
燃料形式,插电式混合动力,插电式混合动力,纯电动,纯电动,插电式混合动力,纯电动,插电式混合动力,插电式混合动力,插电式混合动力
灯光特色功能,,,,,,,,,
激光雷达数量,-,-,-,-,-,-,-,-,-
温度分区控制,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,-,-,
涉水感应系统,-,-,-,-,-,-,-,-,-
油箱容积(L),53,53,-,-,53,-,53,53,53
气缸数(个),4,4,-,-,4,-,4,4,4
气缸排列形式,L,L,-,-,L,-,L,L,L
毫米波雷达数量,-,-,-,-,-,-,-,-,-
每缸气门数(个),4,4,-,-,4,-,4,4,4
最高车速(km/h),180,180,180,180,180,180,-,-,-
最小离地间隙(mm),-,-,-,-,-,-,-,-,-
最大马力(Ps),192,192,245,517,192,517,139,139,139
最大扭矩转速(rpm),-,-,-,-,-,-,-,-,-
最大扭矩(N·m),320,320,330,680,320,680,231,231,231
最大功率转速(rpm),-,-,-,-,-,-,-,-,-
最大功率(kW),141,141,180,380,141,380,102,102,102
最大净功率(kW),128,128,-,-,128,-,96,96,96
最低荷电状态油耗(L/100km),7.5,7.5,-,-,7.5,-,5.3,5.5,5.5
无钥匙进入功能,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●
无框设计车门,-,-,-,-,-,-,-,-,-
方向盘记忆,●,-,-,●,-,-,-,-,-
方向盘材质,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,
整车质保,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里
整备质量(kg),2390,2250,2320,2455,2390,2455,-,-,-
整体主动转向系统,-,-,-,-,-,-,-,-,-
摄像头数量,-,-,-,-,-,-,-,-,-
排量(mL),1999,1999,-,-,1999,-,1497,1497,1497
挡位个数,6,6,1,1,6,1,无级变速,无级变速,无级变速
扬声器数量,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-
手机无线充电功能,,,,,,,,,
手机互联/映射,-,-,-,-,-,-,-,-,-
手势控制,-,-,-,-,-,-,-,-,-
慢充时间(小时)_y,-,-,-,-,-,-,-,-,-
慢充时间(小时)_x,-,-,-,-,-,-,-,-,-
感应雨刷功能,,,,,,,,,
感应后备厢,●,-,●,●,●,●,-,-,●
快充电量百分比,-,-,80,80,-,80,-,-,-
快充电量(%),-,-,80,80,-,80,-,-,-
快充时间(小时)_y,-,-,0.5,0.5,-,0.5,-,-,-
快充时间(小时)_x,-,-,0.5,0.5,-,0.5,-,-,-
座椅材质,,,,,,,,,
座椅布局,,,,,,,,,
座位数(个),7,7,7,7,7,7,7,7,7
并线辅助,●,-,●,●,-,●,-,-,●
巡航系统,,,,,,,,,
尾门玻璃独立开启,-,-,-,-,-,-,-,-,-
导航路况信息显示,●,●,●,●,●,●,●,●,●
宽度(mm),1950,1950,1950,1950,1950,1950,1950,1950,1950
实测续航里程(km),-,-,-,-,-,-,-,-,112.1
实测油耗(L/100km),-,-,-,-,-,-,-,-,6
实测慢充时间(小时),-,-,-,-,-,-,-,-,-
实测快充时间(小时),-,-,-,-,-,-,-,-,-
实测100-0km/h制动(m),-,-,-,-,-,-,-,-,41.47
实测0-100km/h加速(s),-,-,-,-,-,-,-,-,8.1
官方0-100km/h加速(s),4.3,5.1,8.9,4.4,4.3,4.6,8.7,8.5,8.5
安全带未系提醒,,,,,,,,,
天窗类型,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-
大灯延时关闭,●,●,●,●,●,●,●,●,●
夜视系统,-,-,-,-,-,-,-,-,-
多层隔音玻璃,,,,,,,,,
多媒体/充电接口,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,
备胎规格,无,无,无,无,无,无,无,无,无
四驱形式,电动四驱,-,-,电动四驱,电动四驱,电动四驱,-,-,-
后风挡遮阳帘,-,-,-,-,-,-,-,-,-
后雨刷,●,●,●,●,●,●,●,●,●
后轮距(mm),1630,1630,1630,1630,1630,1630,1630,1630,1630
后轮胎规格,265/40 R22,245/45 R20,255/50 R20,265/40 R22,255/50 R20,255/50 R20,245/45 R20,245/45 R20,245/45 R20
后电动机最大扭矩(N·m),330,330,-,350,330,350,-,-,-
后电动机最大功率(kW),180,180,-,200,180,200,-,-,-
后排独立空调,●,-,●,●,●,●,-,-,-
后排液晶屏幕,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●
后排控制多媒体,-,-,-,-,-,-,-,-,-
后排座椅防下滑气囊,-,-,-,-,-,-,-,-,-
后排座椅电动调节,-,-,-,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,
后排座椅功能,-,-,-,-,-,-,-,-,-
后排小桌板,-,-,-,-,-,-,-,-,-
后排安全带式气囊,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,●,●,●,●,●,●,-,●,●
后排侧窗遮阳帘,-,-,-,-,-,-,-,-,-
后排中央安全气囊,-,-,-,-,-,-,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●,●,●,●,●
后制动器类型,通风盘式,盘式,通风盘式,通风盘式,通风盘式,通风盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-,-
可变悬架功能,,-,-,-,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-,-,-,-,-
变速箱类型,湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),固定齿比变速箱,固定齿比变速箱,湿式双离合变速箱(DCT),固定齿比变速箱,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,6挡湿式双离合,6挡湿式双离合,电动车单速变速箱,电动车单速变速箱,6挡湿式双离合,电动车单速变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
发动机电子防盗,●,●,-,-,●,-,●,●,●
发动机特有技术,-,-,-,-,-,-,-,-,-
发动机最大扭矩(N·m),320,320,-,-,320,-,231,231,231
发动机最大功率(kW),141,141,-,-,141,-,102,102,102
发动机布局,横置,横置,-,-,横置,-,横置,横置,横置
发动机型号,BYD487ZQB,BYD487ZQB,-,-,BYD487ZQB,-,BYD476ZQC,BYD476ZQC,BYD476ZQC
发动机启停技术,-,-,-,-,-,-,-,-,-
发动机,2.0T 192马力 L4,2.0T 192马力 L4,纯电动,纯电动,2.0T 192马力 L4,纯电动,1.5T 139马力 L4,1.5T 139马力 L4,1.5T 139马力 L4
压缩比,-,-,-,-,-,-,-,-,-
厂商指导价(元),28.98万,23.98万,27.95万,31.48万,26.98万,28.35万,19.28万,20.28万,21.98万
厂商,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪
卫星导航系统,●,●,●,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-,-
副驾驶座垫式气囊,-,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,
前轮距(mm),1650,1650,1650,1650,1650,1650,1650,1650,1650
前轮胎规格,265/40 R22,245/45 R20,255/50 R20,265/40 R22,255/50 R20,255/50 R20,245/45 R20,245/45 R20,245/45 R20
前电动机最大扭矩(N·m),250,-,330,330,250,330,316,325,325
前电动机最大功率(kW),110,-,180,180,110,180,145,160,160
前排座椅功能,,,,,,,-,,
前排中间气囊,-,-,-,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,●,●,●,●,●,●,●,●,●
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●
内置行车记录仪,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,
全液晶仪表盘,●,-,●,●,●,●,-,-,●
倒车车侧预警系统,●,-,●,●,-,●,-,-,●
侧滑门形式,-,-,-,-,-,-,-,-,-
供油方式,直喷,直喷,-,-,直喷,-,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,
主动降噪,-,-,-,-,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-,-,-,-,-
中控彩色屏幕,,,,,,,,,
中控屏幕尺寸,,,,,,,,,
中央差速器锁止功能,-,-,-,-,-,-,-,-,-
上市时间,2020.08,2020.08,2020.08,2020.08,2020.08,2021.01,2021.04,2021.04,2021.04
上坡辅助,●,●,●,●,●,●,●,●,●
WLTP纯电续航里程(km),-,-,-,-,-,-,-,-,-
WLTC综合油耗(L/100km),-,-,-,-,-,-,-,-,-
USB/Type-C接口数量,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●
NEDC综合油耗(L/100km),1.5,1.8,-,-,1.8,-,-,1.2,1.2
NEDC纯电续航里程(km),100,81,565,505,81,505,52,112,112
LED日间行车灯,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-,-,-
EPA纯电续航里程(km),-,-,-,-,-,-,-,-,-
CLTC纯电续航里程(km),-,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●
220V/230V电源,●,-,●,●,●,●,-,-,-
