Feature,60963,61698,62569,62570,62571,62572,62573
第二排座椅调节,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,
空气质量监测,●,●,-,●,●,●,●
离去角(°),14,14,14,14,14,14,14
百公里耗电量(kWh/100km),12.7,12.7,11.9,11.9,12.9,12.7,12.7
疲劳驾驶提示,●,●,●,●,●,●,●
电芯品牌,,,,,,,
电池预加热,●,●,●,●,●,●,●
电池能量(kWh),80,80,60,60,70,80,80
电池类型,,,,,,,
电池慢充时间(小时)_y,13.5,13.5,11,11,12.5,13.5,13.5
电池慢充时间(小时)_x,13.5,13.5,11,11,12.5,13.5,13.5
电池快充电量范围(%)_y,30-80,30-80,30-80,30-80,30-80,30-80,30-80
电池快充电量范围(%)_x,30-80,30-80,30-80,30-80,30-80,30-80,30-80
电池快充时间(小时)_y,0.37,0.37,0.5,0.5,0.58,0.37,0.37
电池快充时间(小时)_x,0.37,0.37,0.5,0.5,0.58,0.37,0.37
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,后置,后置,后置,后置,后置,后置,后置
电动机总扭矩(N·m),430,430,355,355,355,430,430
电动机总功率(kW),250,250,180,180,180,250,250
电动机总功率(Ps),340,340,245,245,245,340,340
电动机(Ps),340,340,245,245,245,340,340
电动扰流板,○,●,○,●,○,○,●
电动座椅记忆功能,,,,,,,
电动后备厢位置记忆,●,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●,●
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●
热泵空调,●,●,○,○,○,●,●
激光雷达线数,-,-,-,-,-,-,
激光雷达点云数量,-,-,-,-,-,-,
激光雷达数量,-,-,-,-,-,-,
激光雷达型号,-,-,-,-,-,-,
激光雷达品牌,-,-,-,-,-,-,
激光雷达10%反射率探测距离,-,-,-,-,-,-,
温度分区控制,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,
毫米波雷达数量,,,,,,,
杜比全景声(Dolby Atmos),●,●,●,●,●,●,●
最高车速(km/h),180,180,180,180,180,180,180
最小转弯半径(m),5.3,5.3,5.3,5.3,5.3,5.3,5.3
最大满载质量(kg),2400,2400,2400,2400,2400,2400,2400
最大扭矩(N·m),430,430,355,355,355,430,430
最大功率(kW),250,250,180,180,180,250,250
无钥匙进入功能,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●
无框设计车门,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-
方向盘材质,,,,,,,
方向盘换挡,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,
整车质保,,,,,,,
整备质量(kg),1920,2010,1780,1830,1880,1920,2010
摄像头数量,,,,,,,
接近角(°),13,13,13,13,13,13,13
换电,-,-,-,-,支持,-,-
换挡形式,,,,,,,
挡位个数,1,1,1,1,1,1,1
扬声器数量,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-
手机无线充电功能,,,,,,,
手机互联/映射,-,-,-,-,-,-,-
手机APP远程功能,,,,,,,
慢充接口位置,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧
感应雨刷功能,,,,,,,
快充接口位置,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧
快充功能,支持,支持,支持,支持,支持,支持,支持
座椅材质,,,,,,,
座位数(个),,,,,,,
应用商店,●,●,●,●,●,●,●
并线辅助,●,●,●,●,●,●,●
巡航系统,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●
宽度(mm),1885,1885,1885,1885,1885,1885,1885
官方0-100km/h加速(s),4.9,4.9,6.5,6.5,6.5,4.9,4.9
安全带未系提醒,,,,,,,
天窗类型,,,,,,,
大灯高度可调,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●
夜视系统,-,-,-,-,-,-,●
多媒体/充电接口,,,,,,,
多功能方向盘,●,●,●,●,●,●,●
外后视镜功能,,,,,,,
备胎规格,,,,,,,
地图品牌,,,,,,,
后雨刷,-,-,-,-,-,-,-
后轮距(mm),1614,1614,1614,1614,1614,1614,1614
后轮胎规格,,,,,,,
后电动机最大扭矩(N·m),430,430,355,355,355,430,430
后电动机最大功率(kW),250,250,180,180,180,250,250
后电动机型号,TZ200XYA0201,TZ200XYA0201,TZ184XYA0202,TZ184XYA0202,TZ184XYA0202,TZ200XYA0201,TZ200XYA0201
后电动机品牌,尼得科,尼得科,尼得科,尼得科,尼得科,尼得科,尼得科
后排独立空调,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,
后悬架类型,,,,,,,
后座出风口,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-
后制动器类型,,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),25.99万,25.99万,21.99万,24.59万,23.99万,23.99万,33.99万
厂商,埃安,埃安,埃安,埃安,埃安,埃安,埃安
卫星导航系统,●,●,●,●,●,●,●
助力类型,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,
前轮距(mm),1620,1620,1620,1620,1620,1620,1620
前轮胎规格,,,,,,,
前电动机最大扭矩(N·m),-,-,-,-,-,-,-
前电动机最大功率(kW),-,-,-,-,-,-,-
前方碰撞预警,●,●,●,●,●,●,●
前方感知摄像头,,,,,,,
前排座椅功能,,,,,,,
前悬架类型,,,,,,,
前制动器类型,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●
内后视镜功能,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●
低速行车警告,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,
主动闭合式进气格栅,●,●,●,●,●,●,●
主动刹车/主动安全系统,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,
中控屏幕尺寸,,,,,,,
上市时间,2023.09,2023.09,2023.07,2023.07,2023.07,2023.07,2023.07
上坡辅助,●,●,●,●,●,●,●
三电系统质保,,,,,,,
Wi-Fi热点,●,●,●,●,●,●,●
USB/Type-C最大充电功率,,,,,,,
USB/Type-C接口数量,,,,,,,
OTA升级,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●
ETC装置,●,●,-,-,●,●,●
CLTC纯电续航里程(km)_y,710,710,560,560,600,710,710
CLTC纯电续航里程(km)_x,710,710,560,560,600,710,710
ABS防抱死,●,●,●,●,●,●,●
4G/5G网络,,,,,,,
