Feature,53722,56048,56049,56050,59108,59109,59110,59111
蓝牙/车载电话,●,●,●,●,●,●,●,●
自适应远近光,●,○,○,●,○,○,●,●
自动驻车,●,●,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●,●,●
能源类型,汽油+48V轻混系统,汽油,汽油+48V轻混系统,汽油+48V轻混系统,汽油,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统
胎压监测功能,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV
简称,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
第二排座椅调节,,,,,,,,
第二排座椅电动调节,●,●,●,●,●,●,●,●
第二排座椅功能,,,,,,,,
空调温度控制方式,,,,,,,,
空气悬架,●,●,●,●,●,●,●,●
疲劳驾驶提示,●,●,●,●,●,●,●,●
电动座椅记忆功能,,,,,,,,
电动后备厢位置记忆,●,●,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,95号,95号
燃料形式,汽油+48V轻混系统,汽油,汽油+48V轻混系统,汽油+48V轻混系统,汽油,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统
灯光特色功能,,,,,,,,
温度分区控制,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,
涉水感应系统,●,●,●,●,●,●,●,●
油箱容积(L),90,90,90,90,90,90,90,90
气缸数(个),6,4,6,6,4,6,6,6
气缸排列形式,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4
最高车速(km/h),209,201,209,209,201,209,209,209
最大马力(Ps),360,300,360,360,300,360,360,360
最大满载质量(kg),3210,3120,3210,3210,3120,3210,3210,3210
最大扭矩转速(rpm),1750-5000,1500-4000,1750-5000,1750-5000,1500-4000,1750-5000,1750-5000,1750-5000
最大扭矩(N·m)_y,500,400,500,500,400,500,500,500
最大扭矩(N·m)_x,500,400,500,500,400,500,500,500
最大功率转速(rpm),5500-6500,5500,5500-6500,5500-6500,5500,5500-6500,5500-6500,5500-6500
最大功率(kW)_y,265,221,265,265,221,265,265,265
最大功率(kW)_x,265,221,265,265,221,265,265,265
最大净功率(kW),265,221,265,265,221,265,265,265
无钥匙进入功能,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●
方向盘记忆,●,○,○,●,○,○,●,●
方向盘材质,,,,,,,,
方向盘换挡,●,●,●,●,●,●,●,●
方向盘加热,●,○,○,○,○,○,○,●
方向盘位置调节,,,,,,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),2540,2435,2540,2540,2435,2540,2540,2540
排量(mL),2996,1997,2996,2996,1997,2996,2996,2996
换挡形式,,,,,,,,
挡位个数,8,8,8,8,8,8,8,8
扬声器数量,,,,,,,,
扬声器品牌名称,,,,,,,,
手机无线充电功能,,,,,,,,
手机互联/映射,,,,,,,,
手机APP远程功能,,,,,,,,
感应雨刷功能,,,,,,,,
感应后备厢,●,○,○,○,○,○,○,○
座椅材质,,,,,,,,
座椅布局,,,,,,,,
座位数(个),7,7,7,7,7,7,7,7
并线辅助,●,○,○,●,○,○,●,●
巡航系统,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●
宽度(mm),2073,2073,2073,2073,2073,2073,2073,2073
官方0-100km/h加速(s),6.5,7.3,6.5,6.5,7.3,6.5,6.5,6.5
安全带未系提醒,,,,,,,,
天窗类型,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●
大灯清洗装置,●,-,-,○,-,-,○,○
大灯延时关闭,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,
备胎规格,全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,全尺寸
四驱形式,全时四驱,全时四驱,全时四驱,全时四驱,全时四驱,全时四驱,全时四驱,全时四驱
后雨刷,●,●,●,●,●,●,●,●
后轮距(mm),1687,1687,1687,1687,1687,1687,1687,1687
后轮胎规格,285/40 R22,255/55 R20,255/55 R20,275/45 R21,255/55 R20,255/55 R20,275/45 R21,285/40 R22
后方碰撞预警,●,○,○,●,○,○,●,●
后排独立空调,●,●,●,●,●,●,●,●
后排杯架,●,●,●,●,●,●,●,●
后排座椅电动放倒,●,○,○,○,○,○,○,●
后排座椅放倒形式,,,,,,,,
后排侧隐私玻璃,●,○,●,●,○,●,●,●
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●,●,●,●
后备厢容积(L),258-2406,258-2406,258-2406,258-2406,258-2406,258-2406,258-2406,258-2406
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
可变悬架功能,,,,,,,,
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
发动机电子防盗,●,●,●,●,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,PT306,PT204,PT306,PT306,PT204,PT306,PT306,PT306
发动机启停技术,●,●,●,●,●,●,●,●
发动机,3.0T 360马力 L6,2.0T 300马力 L4,3.0T 360马力 L6,3.0T 360马力 L6,2.0T 300马力 L4,3.0T 360马力 L6,3.0T 360马力 L6,3.0T 360马力 L6
厂商指导价(元),89.88万,68.98万,74.88万,78.88万,69.88万,76.88万,81.88万,89.68万
厂商,路虎(进口),路虎(进口),路虎(进口),路虎(进口),路虎(进口),路虎(进口),路虎(进口),路虎(进口)
卫星导航系统,●,●,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,
前轮距(mm),1692,1692,1692,1692,1692,1692,1692,1692
前轮胎规格,285/40 R22,255/55 R20,255/55 R20,275/45 R21,255/55 R20,255/55 R20,275/45 R21,285/40 R22
前方碰撞预警,●,●,●,●,●,●,●,●
前排座椅功能,,,,,,,,
前悬架类型,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,
全液晶仪表盘,●,○,○,○,○,○,○,●
倒车车侧预警系统,●,○,○,●,○,○,●,●
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,
主动闭合式进气格栅,●,●,●,●,●,●,●,●
主动刹车/主动安全系统,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,
中控屏幕尺寸,,,,,,,,
中央差速器锁止功能,●,-,●,●,-,●,●,●
中央差速器结构,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器
上市时间,2022.05,2022.03,2022.03,2022.03,2022.08,2022.08,2022.08,2022.08
上坡辅助,●,●,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●,●,●
USB/Type-C接口数量,,,,,,,,
OTA升级,-,-,-,-,-,-,-,-
NEDC综合油耗(L/100km),11.4,11.2,11.4,11.4,11.2,11.4,11.4,11.4
LED日间行车灯,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●
HUD抬头数字显示,●,○,○,○,○,○,○,●
ETC装置,●,●,●,●,●,●,●,●
DOW开门预警,●,○,○,●,○,○,●,●
ABS防抱死,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,
