Feature,66463,66464,66648,67720,67721,67722,67723,67724
激光雷达数量,-,-,-,-,-,,,
激光雷达型号,-,-,-,-,-,,,
激光雷达品牌,-,-,-,-,-,,,
激光雷达10%反射率探测距离,-,-,-,-,-,,,
温度分区控制,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,
气缸数(个),-,-,4,4,4,-,-,-
气缸排列形式,-,-,L,L,L,-,-,-
毫米波雷达数量,,,,,,,,
每缸气门数(个),-,-,4,4,4,-,-,-
最高车速(km/h),200,210,180,180,180,200,200,210
最小转弯半径(m),5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65
最大马力(Ps),313,480,156,156,156,313,313,562
最大满载质量(kg),2618,2742,2551,-,-,2618,2614,2784
最大涉水深度(mm),750,750,-,-,-,750,750,750
最大扭矩转速(rpm),-,-,-,-,-,-,-,-
最大扭矩(N·m)_y,425,663,220,220,220,425,425,691
最大扭矩(N·m)_x,425,663,324,324,324,425,425,691
最大功率转速(rpm),-,-,-,-,-,-,-,-
最大功率(kW)_y,230,353,115,115,115,230,230,413
最大功率(kW)_x,230,353,195,195,195,230,230,413
最大净功率(kW),-,-,105,105,105,-,-,-
最低荷电状态油耗(L/100km)WLTC,-,-,5.2,5.2,5.2,-,-,-
无钥匙进入功能,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●
无框设计车门,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,●
方向盘材质,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-
方向盘加热,●,●,-,●,●,●,●,●
方向盘位置调节,,,,,,,,
整车质保,-,-,-,-,-,-,-,-
整备质量(kg),2215,2339,2140,2180,2180,2215,2165,2340
摄像头数量,,,,,,,,
接近角(°),17,17,17,17,17,17,17,17
排量(mL),-,-,1499,1499,1499,-,-,-
换挡形式,,,,,,,,
挡位个数,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-
手机无线充电功能,,,,,,,,
手机无线充电功率,,,,,,,,
手机互联/映射,,,,,,,,
手机APP远程功能,,,,,,,,
慢充接口位置,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧
感应雨刷功能,,,,,,,,
感应后备厢,●,●,●,●,●,●,●,●
快充接口位置,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧
快充功能,支持,支持,支持,支持,支持,支持,支持,支持
座椅材质,,,,,,,,
座位数(个),,,,,,,,
应用商店,●,●,●,●,●,●,●,●
并线辅助,●,●,●,●,●,●,●,●
巡航系统,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●
对外放电,●,●,●,●,●,●,●,●
对外交流放电功率(kW),3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3
宽度(mm),1975,1975,1975,1975,1975,1975,1975,1975
官方0-100km/h加速(s),6.6,4.7,7.8,7.8,7.8,6.6,6.4,3.8
安全带未系提醒,,,,,,,,
天窗类型,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●
多层隔音玻璃,,,,,,,,
多媒体/充电接口,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,
备胎规格,-,-,-,-,-,-,-,-
场景灯语,○,○,-,-,-,○,○,●
地图品牌,,,,,,,,
四驱形式,-,,-,-,-,-,-,
后雨刷,●,●,●,●,●,●,●,●
后轮距(mm),1695,1695,1695,1695,1695,1695,1695,1695
后轮胎规格,,,,,,,,
后电动机最大扭矩(N·m),425,425,324,324,324,425,425,425
后电动机最大功率(kW),230,230,195,195,195,230,230,230
后电动机型号,TZ220XSG05,TZ220XSG05,-,-,-,TZ220XSG05,TZ220XSG05,TZ220XSG05
后电动机品牌,联合汽车,联合汽车,-,-,-,联合汽车,联合汽车,联合汽车
后排独立空调,●,●,-,-,-,●,●,●
后排液晶屏幕,-,-,-,-,-,-,,
后排杯架,●,●,●,●,●,●,●,●
后排控制多媒体,-,-,-,-,-,-,●,●
后排座椅电动放倒,●,●,-,●,●,●,●,●
后排座椅放倒形式,,,,,,,,
后排多媒体屏幕数量,-,-,-,-,-,-,,
后排侧隐私玻璃,●,●,-,-,-,●,●,●
后悬架类型,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●
后备厢容积(L),546,546,546,546,546,546,546,546
后制动器类型,,,,,,,,
可见即可说,●,●,●,●,●,●,●,●
可变悬架功能,,,-,-,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
发动机电子防盗,-,-,●,●,●,-,-,-
发动机布局,-,-,-,-,-,-,-,-
发动机型号,-,-,SQRH4J15B,SQRH4J15B,SQRH4J15B,-,-,-
发动机,-,-,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 156马力 L4,-,-,-
厂商指导价(元),22.98万,23.98万,18.98万,20.58万,22.58万,24.98万,27.98万,31.98万
厂商,星途,星途,星途,星途,星途,星途,星途,星途
卫星导航系统,●,●,●,●,●,●,●,●
匝道自动驶出(入),●,●,-,●,●,●,●,●
助力类型,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,
前轮距(mm),1690,1690,1690,1690,1690,1690,1690,1690
前轮胎规格,,,,,,,,
前电动机最大扭矩(N·m),-,238,-,-,-,-,-,266
前电动机最大功率(kW),-,123,-,-,-,-,-,183
前电动机型号,-,YS190XY101,-,-,-,-,-,TZ190XY106
前电动机品牌,-,苏州汇川,-,-,-,-,-,苏州汇川
前方碰撞预警,●,●,●,●,●,●,●,●
前方最大探测距离,-,-,-,-,-,,,
前方感知摄像头像素,,,,,,,,
前方感知摄像头,,,,,,,,
前排座椅功能,,,-,,,,,
前排中间气囊,●,●,●,●,●,●,●,●
前悬架类型,,,,,,,,
前备厢容积(L),60,60,-,-,-,60,60,60
前后移动扶手箱,-,-,-,-,-,-,-,●
前制动器类型,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●
内置行车记录仪,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●
倒车车侧预警系统,●,●,●,●,●,●,●,●
供油方式,-,-,直喷,直喷,直喷,-,-,-
低速行车警告,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,
主动闭合式进气格栅,●,●,-,●,●,●,●,●
主动刹车/主动安全系统,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,
中控屏幕尺寸,,,,,,,,
中控屏幕分辨率,,,,,,,,
上市时间,2024.05,2024.05,2024.05,2024.05,2024.05,2024.05,2024.05,2024.05
上坡辅助,●,●,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),-,-,0.73,-,-,-,-,-
WLTC纯电续航里程(km)_y,-,-,161,161,161,-,-,-
WLTC纯电续航里程(km)_x,-,-,161,161,161,-,-,-
USB/Type-C接口数量,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●
HUD抬头数字显示,○,○,-,-,-,○,○,●
DOW开门预警,●,●,●,●,●,●,●,●
CLTC综合续航(km),-,-,1518,1518,1518,-,-,-
CLTC纯电续航里程(km)_y,625,540,200,200,200,625,760,655
CLTC纯电续航里程(km)_x,625,540,200,200,200,625,760,655
ABS防抱死,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,
