Feature,62489,64611,64796,65644,65727
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
简称,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
第二排座椅调节,-,-,-,-,-
空调温度控制方式,,,,,
离去角(°),19,19,19,19,19
百公里耗电量(kWh/100km),-,-,-,-,-
疲劳驾驶提示,-,-,-,-,-
电芯品牌,国轩高科,国轩高科,国轩高科,国轩高科,国轩高科
电池能量(kWh),21.68,21.68,21.68,21.68,21.68
电池组质保,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）
电池类型,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池
电池冷却方式,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置
电动机总扭矩(N·m),300,300,300,300,300
电动机总功率(kW),150,150,150,150,150
电动机总功率(Ps),204,204,204,204,204
电动机(Ps),204,204,204,204,204
电动座椅记忆功能,-,-,-,-,-
电动后备厢位置记忆,●,-,-,●,●
电动后备厢,●,-,-,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号
燃料形式,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力
温度分区控制,●,●,●,●,●
液晶仪表尺寸,,,,,
油箱容积(L),54,54,54,54,54
气缸数(个),4,4,4,4,4
气缸排列形式,L,L,L,L,L
每缸气门数(个),4,4,4,4,4
最高车速(km/h),178,178,178,178,178
最大马力(Ps),110,110,110,110,110
最大满载质量(kg),2170,2170,2170,2170,2170
最大扭矩转速(rpm),4500,4500,4500,4500,4500
最大扭矩(N·m)_y,135,135,135,135,135
最大扭矩(N·m)_x,-,-,-,-,-
最大功率转速(rpm),6000,6000,6000,6000,6000
最大功率(kW)_y,81,81,81,81,81
最大功率(kW)_x,-,-,-,-,-
最大净功率(kW),75,75,75,75,75
最低荷电状态油耗(L/100km),5.37,5.37,5.37,5.37,5.37
无钥匙进入功能,,,,,
无钥匙启动系统,●,●,●,●,●
方向盘记忆,-,-,-,-,-
方向盘材质,,,,,
方向盘换挡,-,-,-,-,-
方向盘加热,-,-,-,-,-
方向盘位置调节,,,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1765,1765,1765,1765,1765
接近角(°),18,18,18,18,18
排量(mL),1498,1498,1498,1498,1498
换挡形式,,,,,
挡位个数,无级变速,无级变速,无级变速,无级变速,无级变速
扬声器数量,,,,,
扬声器品牌名称,-,-,-,,
手机无线充电功能,-,-,-,-,-
手机互联/映射,,,,,
手机APP远程功能,,,,,
慢充时间(小时)_y,3.5,3.5,3.5,3.5,3.5
慢充时间(小时)_x,3.5,3.5,3.5,3.5,3.5
感应雨刷功能,-,-,-,-,-
快充电量百分比,30-80,30-80,30-80,30-80,30-80
快充电量(%),30-80,30-80,30-80,30-80,30-80
快充时间(小时)_y,0.43,0.43,0.43,0.43,0.43
快充时间(小时)_x,0.43,0.43,0.43,0.43,0.43
快充功能,支持,支持,支持,支持,支持
快充功率(kW),26,26,26,26,26
座椅材质,,,,,
座位数(个),5,5,5,5,5
并线辅助,-,-,-,-,-
巡航系统,,-,-,,
导航路况信息显示,●,●,●,●,●
对外放电,●,●,●,●,●
宽度(mm),1890,1890,1890,1890,1890
官方0-100km/h加速(s),7.3,7.3,7.3,7.3,7.3
安全带未系提醒,,,,,
天窗类型,,,-,,
大灯高度可调,●,●,●,●,●
大灯延时关闭,●,●,●,●,●
多媒体/充电接口,,,,,
多功能方向盘,●,●,●,●,●
外后视镜功能,,,,,
备胎规格,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具
地图品牌,,,,,
四驱形式,-,-,-,-,-
后雨刷,●,●,●,●,●
后轮距(mm),1605,1605,1605,1605,1605
后轮胎规格,235/50 R19,235/55 R18,235/55 R18,235/50 R19,235/50 R19
后排独立空调,-,-,-,-,-
后排杯架,●,●,●,●,●
后排座椅放倒形式,,,,,
后悬架类型,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架
后座出风口,●,●,●,●,●
后备厢容积(L),670-1080,670-1080,670-1080,670-1080,670-1080
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
变速箱类型,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
发动机电子防盗,●,●,●,●,●
发动机特有技术,阿特金森循环,阿特金森循环,阿特金森循环,阿特金森循环,阿特金森循环
发动机布局,横置,横置,横置,横置,横置
发动机型号,F31A,F31A,F31A,F31A,F31A
发动机,1.5L 110马力 L4,1.5L 110马力 L4,1.5L 110马力 L4,1.5L 110马力 L4,1.5L 110马力 L4
压缩比,15.5,15.5,15.5,15.5,15.5
厂商指导价(元),14.99万,13.99万,12.99万,17.99万,19.69万
厂商,江汽集团,江汽集团,江汽集团,江汽集团,江汽集团
卫星导航系统,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-
副座椅调节方式,,,,,
前轮距(mm),1605,1605,1605,1605,1605
前轮胎规格,235/50 R19,235/55 R18,235/55 R18,235/50 R19,235/50 R19
前电动机最大扭矩(N·m),300,300,300,300,300
前电动机最大功率(kW),150,150,150,150,150
前方碰撞预警,○,-,-,○,○
前排座椅功能,-,-,-,-,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,-,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●
内后视镜功能,,,,,
全液晶仪表盘,●,●,●,●,●
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
低速行车警告,●,●,●,●,●
主座椅调节方式,,,,,
主动刹车/主动安全系统,○,-,-,○,○
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,
中控屏幕尺寸,,,,,
中央差速器结构,-,-,-,-,-
上市时间,2023.09,2023.09,2023.09,2023.11,2023.11
上坡辅助,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●
WLTC综合油耗(L/100km),1.33,1.33,1.33,1.33,1.33
WLTC纯电续航里程(km)_y,87,87,87,87,87
WLTC纯电续航里程(km)_x,87,87,87,87,87
USB/Type-C接口数量,,,,,
OTA升级,●,●,●,●,●
LED日间行车灯,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●
CLTC纯电续航里程(km)_y,120,120,120,120,120
CLTC纯电续航里程(km)_x,120,120,120,120,120
ABS防抱死,●,●,●,●,●
4G/5G网络,,,,,
