Feature,1017057,1017210,1017211,1017212,1017213,1017214,1017215,1017216,1017217
百公里耗电量(kWh/100km),22.6,22.6,22.6,20.1,20.1,22.5,22.5,22.5,22.5
疲劳驾驶提示,-,-,-,-,-,-,-,-,-
电芯品牌,,,,,,,,,
电池能量(kWh),88,88,88,77,77,77,77,77,77
电池类型,,,,,,,,,
电池快充电量范围(%)_y,20-80,20-80,20-80,20-80,20-80,20-80,20-80,20-80,20-80
电池快充电量范围(%)_x,20-80,20-80,20-80,20-80,20-80,20-80,20-80,20-80,20-80
电池快充时间(小时)_y,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71
电池快充时间(小时)_x,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置,前置,前置,前置,前置
电动机总马力(Ps),204,204,204,204,204,204,204,204,204
电动机总扭矩(N·m),330,330,330,330,330,330,330,330,330
电动机总功率(kW),150,150,150,150,150,150,150,150,150
电动机(Ps),204,204,204,204,204,204,204,204,204
电动座椅记忆功能,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●
满载最小离地间隙(mm),180,180,180,181,181,168,168,168,168
温度分区控制,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,,,
最高车速(km/h),130,130,130,130,130,130,130,130,130
最小转弯半径(m),6.7,6.7,6.7,6.05,6.05,6.7,6.7,6.7,6.7
最大爬坡度(%),25,25,25,25,25,25,25,25,25
最大满载质量(kg),3495,3495,3495,3495,3495,3495,3495,3495,3495
最大扭矩(N·m),330,330,330,330,330,330,330,330,330
最大功率(kW),150,150,150,150,150,150,150,150,150
无钥匙进入功能,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-
方向盘加热,●,●,●,○,○,○,○,○,○
方向盘位置调节,,,,,,,,,
整车质保,,,,,,,,,
整备质量(kg),2860,2750,2860,2410,2410,2575,2575,2575,2575
接近角(°),19,19,19,19,19,19,19,19,19
换电,不支持,不支持,不支持,不支持,不支持,不支持,不支持,不支持,不支持
挡位个数,1,1,1,1,1,1,1,1,1
扬声器数量,-,-,-,-,-,-,-,-,-
扬声器品牌名称,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-,-,-,-
感应雨刷功能,,,,,,,,,
快充功能,支持,支持,支持,支持,支持,支持,支持,支持,支持
座椅材质,,,,,,,,,
座位数(个),,,,,,,,,
并线辅助,-,-,-,-,-,-,-,-,-
巡航系统,,,,,,,,,
导航路况信息显示,-,-,-,-,-,-,-,-,-
宽度(mm),2030,2030,2030,2030,2030,2030,2030,2030,2030
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,
天窗类型,-,-,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●,●
大灯延时关闭,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,
备胎规格,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-
后轮距(mm),1756,1756,1756,1756,1756,1756,1756,1756,1756
后轮胎规格,,,,,,,,,
后排车门开启方式,,,,,,,,,
后排独立空调,●,●,●,●,●,●,●,●,●
后排杯架,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,
后排侧隐私玻璃,●,●,●,●,●,●,●,●,●
后悬架类型,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),26.38万,25.98万,26.18万,23.40万,23.40万,24.40万,24.40万,24.60万,24.60万
厂商,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通
卫星导航系统,-,-,-,-,-,-,-,-,-
助力类型,,,,,,,,,
副座椅调节方式,,,,,,,,,
前轮距(mm),1734,1734,1734,1734,1734,1734,1734,1734,1734
前轮胎规格,,,,,,,,,
前电动机最大扭矩(N·m),330,330,330,330,330,330,330,330,330
前电动机最大功率(kW),150,150,150,150,150,150,150,150,150
前电动机型号,TZ202XSSQC,TZ202XSSQC,TZ202XSSQC,TZ202XSSQC,TZ202XSSQC,TZ202XSSQC,TZ202XSSQC,TZ202XSSQC,TZ202XSSQC
前排座椅功能,-,-,-,,,,,,
前悬架类型,,,,,,,,,
前制动器类型,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,
全液晶仪表盘,-,-,-,-,-,-,-,-,-
侧滑门形式,,,,,,,,,
主座椅调节方式,,,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,
中控屏幕尺寸,,,,,,,,,
上市时间,2023.11,2023.11,2023.11,2023.11,2023.11,2023.11,2023.11,2023.11,2023.11
上坡辅助,●,●,●,●,●,●,●,●,●
三电系统质保,,,,,,,,,
USB/Type-C接口数量,-,-,-,-,-,-,-,-,-
OTA升级,-,-,-,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●
CLTC纯电续航里程(km)_y,420,420,420,410,410,366,366,366,366
CLTC纯电续航里程(km)_x,420,420,420,410,410,366,366,366,366
ABS防抱死,●,●,●,●,●,●,●,●,●
